,AUV_x_pixels,AUV_y_pixels,AUV_x_real,AUV_y_real
0,308,520,3.08,1.56
1,309,520,3.09,1.56
2,309,520,3.09,1.56
3,310,520,3.1,1.56
4,310,520,3.1,1.56
5,310,520,3.1,1.56
6,311,520,3.11,1.56
7,311,520,3.11,1.56
8,312,520,3.12,1.56
9,314,520,3.14,1.56
10,315,520,3.15,1.56
11,313,520,3.13,1.56
12,316,520,3.16,1.56
13,317,520,3.17,1.56
14,314,520,3.14,1.56
15,317,520,3.17,1.56
16,317,520,3.17,1.56
17,316,519,3.16,1.557
18,317,519,3.17,1.557
19,318,520,3.18,1.56
20,318,520,3.18,1.56
21,319,520,3.19,1.56
22,321,520,3.21,1.56
23,321,520,3.21,1.56
24,320,520,3.2,1.56
25,322,520,3.22,1.56
26,323,520,3.23,1.56
27,321,520,3.21,1.56
28,322,520,3.22,1.56
29,322,520,3.22,1.56
30,322,519,3.22,1.557
31,322,519,3.22,1.557
32,322,519,3.22,1.557
33,323,519,3.23,1.557
34,323,519,3.23,1.557
35,323,519,3.23,1.557
36,324,519,3.24,1.557
37,324,519,3.24,1.557
38,324,519,3.24,1.557
39,325,519,3.25,1.557
40,325,519,3.25,1.557
41,325,519,3.25,1.557
42,326,519,3.2600000000000002,1.557
43,326,519,3.2600000000000002,1.557
44,327,519,3.27,1.557
45,327,519,3.27,1.557
46,327,519,3.27,1.557
47,328,519,3.2800000000000002,1.557
48,328,519,3.2800000000000002,1.557
49,329,519,3.29,1.557
50,330,519,3.3000000000000003,1.557
51,330,519,3.3000000000000003,1.557
52,330,519,3.3000000000000003,1.557
53,331,519,3.31,1.557
54,331,519,3.31,1.557
55,332,518,3.3200000000000003,1.554
56,332,519,3.3200000000000003,1.557
57,333,519,3.33,1.557
58,333,519,3.33,1.557
59,334,519,3.34,1.557
60,334,519,3.34,1.557
61,334,519,3.34,1.557
62,335,519,3.35,1.557
63,335,520,3.35,1.56
64,336,519,3.36,1.557
65,336,519,3.36,1.557
66,337,519,3.37,1.557
67,337,519,3.37,1.557
68,338,519,3.38,1.557
69,338,519,3.38,1.557
70,339,519,3.39,1.557
71,339,519,3.39,1.557
72,340,519,3.4,1.557
73,340,519,3.4,1.557
74,341,519,3.41,1.557
75,341,519,3.41,1.557
76,342,519,3.42,1.557
77,342,519,3.42,1.557
78,343,519,3.43,1.557
79,343,519,3.43,1.557
80,344,519,3.44,1.557
81,344,519,3.44,1.557
82,344,519,3.44,1.557
83,345,519,3.45,1.557
84,345,519,3.45,1.557
85,346,519,3.46,1.557
86,346,519,3.46,1.557
87,347,519,3.47,1.557
88,347,519,3.47,1.557
89,347,519,3.47,1.557
90,348,519,3.48,1.557
91,348,519,3.48,1.557
92,348,519,3.48,1.557
93,349,519,3.49,1.557
94,350,519,3.5,1.557
95,350,519,3.5,1.557
96,350,519,3.5,1.557
97,352,519,3.52,1.557
98,352,518,3.52,1.554
99,352,519,3.52,1.557
100,353,519,3.5300000000000002,1.557
101,353,519,3.5300000000000002,1.557
102,353,519,3.5300000000000002,1.557
103,353,519,3.5300000000000002,1.557
104,354,519,3.54,1.557
105,354,518,3.54,1.554
106,355,518,3.5500000000000003,1.554
107,355,518,3.5500000000000003,1.554
108,355,518,3.5500000000000003,1.554
109,356,518,3.56,1.554
110,356,519,3.56,1.557
111,356,519,3.56,1.557
112,357,518,3.5700000000000003,1.554
113,357,519,3.5700000000000003,1.557
114,357,519,3.5700000000000003,1.557
115,358,519,3.58,1.557
116,358,519,3.58,1.557
117,359,519,3.59,1.557
118,359,519,3.59,1.557
119,360,519,3.6,1.557
120,360,519,3.6,1.557
121,360,519,3.6,1.557
122,361,519,3.61,1.557
123,361,519,3.61,1.557
124,361,520,3.61,1.56
125,362,520,3.62,1.56
126,362,520,3.62,1.56
127,363,520,3.63,1.56
128,363,520,3.63,1.56
129,364,521,3.64,1.563
130,364,521,3.64,1.563
131,364,521,3.64,1.563
132,365,521,3.65,1.563
133,366,522,3.66,1.566
134,366,522,3.66,1.566
135,366,522,3.66,1.566
136,366,522,3.66,1.566
137,367,522,3.67,1.566
138,367,522,3.67,1.566
139,368,523,3.68,1.569
140,368,523,3.68,1.569
141,369,523,3.69,1.569
142,369,523,3.69,1.569
143,370,524,3.7,1.572
144,370,524,3.7,1.572
145,370,524,3.7,1.572
146,370,524,3.7,1.572
147,371,524,3.71,1.572
148,371,524,3.71,1.572
149,372,525,3.72,1.575
150,372,525,3.72,1.575
151,373,525,3.73,1.575
152,373,525,3.73,1.575
153,373,526,3.73,1.578
154,374,526,3.74,1.578
155,374,526,3.74,1.578
156,375,527,3.75,1.581
157,375,526,3.75,1.578
158,375,526,3.75,1.578
159,376,527,3.7600000000000002,1.581
160,376,527,3.7600000000000002,1.581
161,377,527,3.77,1.581
162,377,527,3.77,1.581
163,378,528,3.7800000000000002,1.584
164,378,528,3.7800000000000002,1.584
165,379,528,3.79,1.584
166,379,528,3.79,1.584
167,380,529,3.8000000000000003,1.587
168,380,529,3.8000000000000003,1.587
169,381,529,3.81,1.587
170,381,529,3.81,1.587
171,381,529,3.81,1.587
172,382,530,3.8200000000000003,1.59
173,382,529,3.8200000000000003,1.587
174,383,530,3.83,1.59
175,383,530,3.83,1.59
176,387,530,3.87,1.59
177,388,529,3.88,1.587
178,388,529,3.88,1.587
179,388,529,3.88,1.587
180,383,531,3.83,1.593
181,385,531,3.85,1.593
182,390,530,3.9,1.59
183,388,531,3.88,1.593
184,390,531,3.9,1.593
185,391,530,3.91,1.59
186,391,531,3.91,1.593
187,390,531,3.9,1.593
188,392,531,3.92,1.593
189,392,531,3.92,1.593
190,393,531,3.93,1.593
191,393,531,3.93,1.593
192,394,531,3.94,1.593
193,394,531,3.94,1.593
194,395,531,3.95,1.593
195,395,531,3.95,1.593
196,396,531,3.96,1.593
197,396,531,3.96,1.593
198,396,531,3.96,1.593
199,397,531,3.97,1.593
200,397,531,3.97,1.593
201,398,531,3.98,1.593
202,398,532,3.98,1.596
203,398,532,3.98,1.596
204,399,532,3.99,1.596
205,401,531,4.01,1.593
206,400,532,4.0,1.596
207,400,532,4.0,1.596
208,401,532,4.01,1.596
209,401,532,4.01,1.596
210,401,533,4.01,1.599
211,402,532,4.0200000000000005,1.596
212,402,533,4.0200000000000005,1.599
213,403,533,4.03,1.599
214,403,533,4.03,1.599
215,404,533,4.04,1.599
216,404,533,4.04,1.599
217,405,533,4.05,1.599
218,405,533,4.05,1.599
219,406,533,4.0600000000000005,1.599
220,406,534,4.0600000000000005,1.602
221,406,534,4.0600000000000005,1.602
222,406,534,4.0600000000000005,1.602
223,407,534,4.07,1.602
224,407,534,4.07,1.602
225,407,534,4.07,1.602
226,408,534,4.08,1.602
227,409,534,4.09,1.602
228,409,534,4.09,1.602
229,409,533,4.09,1.599
230,409,534,4.09,1.602
231,410,533,4.1,1.599
232,410,534,4.1,1.602
233,410,534,4.1,1.602
234,411,534,4.11,1.602
235,411,534,4.11,1.602
236,411,534,4.11,1.602
237,412,534,4.12,1.602
238,412,534,4.12,1.602
239,412,534,4.12,1.602
240,413,534,4.13,1.602
241,413,535,4.13,1.605
242,413,535,4.13,1.605
243,414,535,4.14,1.605
244,414,535,4.14,1.605
245,414,535,4.14,1.605
246,415,535,4.15,1.605
247,415,536,4.15,1.608
248,416,536,4.16,1.608
249,416,536,4.16,1.608
250,416,536,4.16,1.608
251,417,536,4.17,1.608
252,417,536,4.17,1.608
253,417,537,4.17,1.611
254,417,537,4.17,1.611
255,418,537,4.18,1.611
256,418,537,4.18,1.611
257,418,538,4.18,1.614
258,419,538,4.19,1.614
259,419,538,4.19,1.614
260,419,539,4.19,1.617
261,420,539,4.2,1.617
262,420,539,4.2,1.617
263,421,539,4.21,1.617
264,421,540,4.21,1.62
265,422,540,4.22,1.62
266,422,541,4.22,1.623
267,423,541,4.23,1.623
268,423,541,4.23,1.623
269,424,542,4.24,1.6260000000000001
270,424,542,4.24,1.6260000000000001
271,425,543,4.25,1.629
272,425,543,4.25,1.629
273,426,543,4.26,1.629
274,426,544,4.26,1.6320000000000001
275,426,545,4.26,1.635
276,427,545,4.2700000000000005,1.635
277,427,546,4.2700000000000005,1.6380000000000001
278,428,546,4.28,1.6380000000000001
279,428,546,4.28,1.6380000000000001
280,428,547,4.28,1.641
281,429,547,4.29,1.641
282,429,548,4.29,1.6440000000000001
283,429,549,4.29,1.647
284,430,549,4.3,1.647
285,430,549,4.3,1.647
286,431,550,4.3100000000000005,1.6500000000000001
287,431,550,4.3100000000000005,1.6500000000000001
288,431,551,4.3100000000000005,1.653
289,432,551,4.32,1.653
290,432,552,4.32,1.6560000000000001
291,432,552,4.32,1.6560000000000001
292,432,553,4.32,1.659
293,433,553,4.33,1.659
294,433,554,4.33,1.6620000000000001
295,433,554,4.33,1.6620000000000001
296,433,555,4.33,1.665
297,433,556,4.33,1.668
298,434,556,4.34,1.668
299,434,557,4.34,1.671
300,433,558,4.33,1.674
301,434,558,4.34,1.674
302,434,559,4.34,1.677
303,434,560,4.34,1.68
304,434,561,4.34,1.683
305,434,561,4.34,1.683
306,434,562,4.34,1.686
307,434,563,4.34,1.689
308,434,563,4.34,1.689
309,434,564,4.34,1.692
310,434,565,4.34,1.695
311,434,565,4.34,1.695
312,434,566,4.34,1.698
313,434,567,4.34,1.701
314,434,568,4.34,1.704
315,434,568,4.34,1.704
316,434,569,4.34,1.707
317,434,570,4.34,1.71
318,433,572,4.33,1.716
319,433,572,4.33,1.716
320,433,573,4.33,1.719
321,433,574,4.33,1.722
322,433,575,4.33,1.725
323,433,576,4.33,1.728
324,433,576,4.33,1.728
325,433,577,4.33,1.731
326,433,578,4.33,1.734
327,433,579,4.33,1.737
328,433,580,4.33,1.74
329,433,581,4.33,1.743
330,433,582,4.33,1.746
331,433,583,4.33,1.749
332,432,583,4.32,1.749
333,432,584,4.32,1.752
334,432,585,4.32,1.7550000000000001
335,432,585,4.32,1.7550000000000001
336,432,586,4.32,1.758
337,431,586,4.3100000000000005,1.758
338,431,587,4.3100000000000005,1.7610000000000001
339,431,588,4.3100000000000005,1.764
340,431,588,4.3100000000000005,1.764
341,431,589,4.3100000000000005,1.7670000000000001
342,431,590,4.3100000000000005,1.77
343,431,590,4.3100000000000005,1.77
344,430,591,4.3,1.7730000000000001
345,430,591,4.3,1.7730000000000001
346,429,591,4.29,1.7730000000000001
347,430,592,4.3,1.776
348,429,592,4.29,1.776
349,429,593,4.29,1.7790000000000001
350,429,593,4.29,1.7790000000000001
351,429,593,4.29,1.7790000000000001
352,429,594,4.29,1.782
353,428,594,4.28,1.782
354,428,594,4.28,1.782
355,428,595,4.28,1.7850000000000001
356,428,595,4.28,1.7850000000000001
357,428,595,4.28,1.7850000000000001
358,427,596,4.2700000000000005,1.788
359,427,596,4.2700000000000005,1.788
360,427,596,4.2700000000000005,1.788
361,427,596,4.2700000000000005,1.788
362,427,596,4.2700000000000005,1.788
363,426,597,4.26,1.7910000000000001
364,426,597,4.26,1.7910000000000001
365,426,597,4.26,1.7910000000000001
366,426,597,4.26,1.7910000000000001
367,426,597,4.26,1.7910000000000001
368,426,597,4.26,1.7910000000000001
369,426,597,4.26,1.7910000000000001
370,426,597,4.26,1.7910000000000001
371,425,597,4.25,1.7910000000000001
372,425,597,4.25,1.7910000000000001
373,425,597,4.25,1.7910000000000001
374,425,597,4.25,1.7910000000000001
375,424,597,4.24,1.7910000000000001
376,424,597,4.24,1.7910000000000001
377,424,597,4.24,1.7910000000000001
378,424,597,4.24,1.7910000000000001
379,424,597,4.24,1.7910000000000001
380,424,597,4.24,1.7910000000000001
381,424,597,4.24,1.7910000000000001
382,424,597,4.24,1.7910000000000001
383,424,597,4.24,1.7910000000000001
384,424,597,4.24,1.7910000000000001
385,423,596,4.23,1.788
386,423,596,4.23,1.788
387,423,596,4.23,1.788
388,423,596,4.23,1.788
389,423,595,4.23,1.7850000000000001
390,423,595,4.23,1.7850000000000001
391,423,595,4.23,1.7850000000000001
392,423,595,4.23,1.7850000000000001
393,422,594,4.22,1.782
394,422,594,4.22,1.782
395,422,593,4.22,1.7790000000000001
396,423,593,4.23,1.7790000000000001
397,422,593,4.22,1.7790000000000001
398,422,592,4.22,1.776
399,422,592,4.22,1.776
400,421,592,4.21,1.776
401,422,591,4.22,1.7730000000000001
402,420,591,4.2,1.7730000000000001
403,420,590,4.2,1.77
404,420,590,4.2,1.77
405,420,589,4.2,1.7670000000000001
406,419,589,4.19,1.7670000000000001
407,419,588,4.19,1.764
408,419,588,4.19,1.764
409,419,587,4.19,1.7610000000000001
410,419,587,4.19,1.7610000000000001
411,418,586,4.18,1.758
412,418,586,4.18,1.758
413,418,585,4.18,1.7550000000000001
414,418,585,4.18,1.7550000000000001
415,418,584,4.18,1.752
416,417,584,4.17,1.752
417,417,583,4.17,1.749
418,418,582,4.18,1.746
419,417,582,4.17,1.746
420,417,581,4.17,1.743
421,417,581,4.17,1.743
422,416,580,4.16,1.74
423,416,580,4.16,1.74
424,416,579,4.16,1.737
425,416,579,4.16,1.737
426,415,578,4.15,1.734
427,415,578,4.15,1.734
428,415,577,4.15,1.731
429,415,577,4.15,1.731
430,415,576,4.15,1.728
431,415,576,4.15,1.728
432,415,575,4.15,1.725
433,415,575,4.15,1.725
434,415,574,4.15,1.722
435,415,574,4.15,1.722
436,415,573,4.15,1.719
437,415,573,4.15,1.719
438,415,572,4.15,1.716
439,416,572,4.16,1.716
440,416,571,4.16,1.713
441,416,571,4.16,1.713
442,416,570,4.16,1.71
443,416,570,4.16,1.71
444,416,569,4.16,1.707
445,416,569,4.16,1.707
446,416,568,4.16,1.704
447,416,568,4.16,1.704
448,416,567,4.16,1.701
449,416,567,4.16,1.701
450,417,566,4.17,1.698
451,417,566,4.17,1.698
452,418,565,4.18,1.695
453,418,565,4.18,1.695
454,418,564,4.18,1.692
455,419,564,4.19,1.692
456,419,564,4.19,1.692
457,420,563,4.2,1.689
458,420,563,4.2,1.689
459,421,563,4.21,1.689
460,421,563,4.21,1.689
461,421,562,4.21,1.686
462,422,562,4.22,1.686
463,423,562,4.23,1.686
464,423,561,4.23,1.683
465,424,561,4.24,1.683
466,424,561,4.24,1.683
467,424,560,4.24,1.68
468,425,560,4.25,1.68
469,425,560,4.25,1.68
470,426,559,4.26,1.677
471,426,559,4.26,1.677
472,427,558,4.2700000000000005,1.674
473,427,558,4.2700000000000005,1.674
474,427,558,4.2700000000000005,1.674
475,427,558,4.2700000000000005,1.674
476,428,557,4.28,1.671
477,429,555,4.29,1.665
478,429,556,4.29,1.668
479,429,556,4.29,1.668
480,429,556,4.29,1.668
481,430,556,4.3,1.668
482,431,555,4.3100000000000005,1.665
483,431,555,4.3100000000000005,1.665
484,432,554,4.32,1.6620000000000001
485,433,554,4.33,1.6620000000000001
486,431,554,4.3100000000000005,1.6620000000000001
487,432,554,4.32,1.6620000000000001
488,432,554,4.32,1.6620000000000001
489,432,554,4.32,1.6620000000000001
490,433,554,4.33,1.6620000000000001
491,433,553,4.33,1.659
492,435,553,4.3500000000000005,1.659
493,436,552,4.36,1.6560000000000001
494,436,552,4.36,1.6560000000000001
495,437,552,4.37,1.6560000000000001
496,438,551,4.38,1.653
497,437,552,4.37,1.6560000000000001
498,438,551,4.38,1.653
499,439,551,4.39,1.653
500,439,551,4.39,1.653
501,439,551,4.39,1.653
502,440,551,4.4,1.653
503,441,550,4.41,1.6500000000000001
504,441,550,4.41,1.6500000000000001
505,442,550,4.42,1.6500000000000001
506,442,550,4.42,1.6500000000000001
507,443,550,4.43,1.6500000000000001
508,444,550,4.44,1.6500000000000001
509,445,549,4.45,1.647
510,445,549,4.45,1.647
511,445,549,4.45,1.647
512,446,550,4.46,1.6500000000000001
513,447,549,4.47,1.647
514,448,548,4.48,1.6440000000000001
515,449,548,4.49,1.6440000000000001
516,449,548,4.49,1.6440000000000001
517,449,548,4.49,1.6440000000000001
518,449,548,4.49,1.6440000000000001
519,449,548,4.49,1.6440000000000001
520,450,548,4.5,1.6440000000000001
521,450,548,4.5,1.6440000000000001
522,450,548,4.5,1.6440000000000001
523,451,548,4.51,1.6440000000000001
524,451,548,4.51,1.6440000000000001
525,452,548,4.5200000000000005,1.6440000000000001
526,453,548,4.53,1.6440000000000001
527,453,547,4.53,1.641
528,454,547,4.54,1.641
529,454,547,4.54,1.641
530,455,547,4.55,1.641
531,455,547,4.55,1.641
532,455,547,4.55,1.641
533,456,547,4.5600000000000005,1.641
534,456,547,4.5600000000000005,1.641
535,457,547,4.57,1.641
536,457,546,4.57,1.6380000000000001
537,458,546,4.58,1.6380000000000001
538,458,546,4.58,1.6380000000000001
539,458,546,4.58,1.6380000000000001
540,459,546,4.59,1.6380000000000001
541,460,546,4.6000000000000005,1.6380000000000001
542,460,546,4.6000000000000005,1.6380000000000001
543,460,546,4.6000000000000005,1.6380000000000001
544,461,546,4.61,1.6380000000000001
545,461,546,4.61,1.6380000000000001
546,462,546,4.62,1.6380000000000001
547,462,545,4.62,1.635
548,462,546,4.62,1.6380000000000001
549,463,545,4.63,1.635
550,463,545,4.63,1.635
551,463,545,4.63,1.635
552,464,545,4.64,1.635
553,464,545,4.64,1.635
554,465,545,4.65,1.635
555,465,545,4.65,1.635
556,465,545,4.65,1.635
557,466,545,4.66,1.635
558,466,544,4.66,1.6320000000000001
559,467,544,4.67,1.6320000000000001
560,467,544,4.67,1.6320000000000001
561,467,544,4.67,1.6320000000000001
562,468,544,4.68,1.6320000000000001
563,468,544,4.68,1.6320000000000001
564,469,544,4.69,1.6320000000000001
565,469,544,4.69,1.6320000000000001
566,469,544,4.69,1.6320000000000001
567,470,544,4.7,1.6320000000000001
568,470,544,4.7,1.6320000000000001
569,471,543,4.71,1.629
570,471,543,4.71,1.629
571,472,543,4.72,1.629
572,472,543,4.72,1.629
573,473,543,4.73,1.629
574,473,543,4.73,1.629
575,473,543,4.73,1.629
576,474,543,4.74,1.629
577,474,543,4.74,1.629
578,474,543,4.74,1.629
579,475,543,4.75,1.629
580,475,543,4.75,1.629
581,476,542,4.76,1.6260000000000001
582,476,542,4.76,1.6260000000000001
583,477,542,4.7700000000000005,1.6260000000000001
584,477,542,4.7700000000000005,1.6260000000000001
585,478,542,4.78,1.6260000000000001
586,478,542,4.78,1.6260000000000001
587,479,542,4.79,1.6260000000000001
588,479,542,4.79,1.6260000000000001
589,479,542,4.79,1.6260000000000001
590,480,541,4.8,1.623
591,480,541,4.8,1.623
592,481,541,4.8100000000000005,1.623
593,481,541,4.8100000000000005,1.623
594,481,541,4.8100000000000005,1.623
595,482,541,4.82,1.623
596,482,540,4.82,1.62
597,483,540,4.83,1.62
598,483,540,4.83,1.62
599,483,540,4.83,1.62
600,483,540,4.83,1.62
601,484,539,4.84,1.617
602,484,539,4.84,1.617
603,485,539,4.8500000000000005,1.617
604,485,539,4.8500000000000005,1.617
605,485,539,4.8500000000000005,1.617
606,486,538,4.86,1.614
607,486,538,4.86,1.614
608,486,538,4.86,1.614
609,487,538,4.87,1.614
610,487,537,4.87,1.611
611,488,537,4.88,1.611
612,488,537,4.88,1.611
613,488,537,4.88,1.611
614,489,536,4.89,1.608
615,489,536,4.89,1.608
616,489,536,4.89,1.608
617,490,535,4.9,1.605
618,490,535,4.9,1.605
619,490,535,4.9,1.605
620,491,534,4.91,1.602
621,491,534,4.91,1.602
622,492,534,4.92,1.602
623,492,533,4.92,1.599
624,492,533,4.92,1.599
625,492,533,4.92,1.599
626,493,532,4.93,1.596
627,493,532,4.93,1.596
628,494,532,4.94,1.596
629,494,531,4.94,1.593
630,495,531,4.95,1.593
631,495,531,4.95,1.593
632,495,530,4.95,1.59
633,496,530,4.96,1.59
634,496,530,4.96,1.59
635,497,529,4.97,1.587
636,497,528,4.97,1.584
637,498,528,4.98,1.584
638,498,528,4.98,1.584
639,498,528,4.98,1.584
640,499,527,4.99,1.581
641,499,527,4.99,1.581
642,500,527,5.0,1.581
643,500,526,5.0,1.578
644,501,526,5.01,1.578
645,501,526,5.01,1.578
646,501,525,5.01,1.575
647,501,525,5.01,1.575
648,502,524,5.0200000000000005,1.572
649,502,524,5.0200000000000005,1.572
650,502,524,5.0200000000000005,1.572
651,503,523,5.03,1.569
652,503,523,5.03,1.569
653,503,522,5.03,1.566
654,504,522,5.04,1.566
655,504,522,5.04,1.566
656,504,521,5.04,1.563
657,504,521,5.04,1.563
658,505,521,5.05,1.563
659,505,521,5.05,1.563
660,505,520,5.05,1.56
661,505,520,5.05,1.56
662,506,520,5.0600000000000005,1.56
663,506,519,5.0600000000000005,1.557
664,507,519,5.07,1.557
665,507,519,5.07,1.557
666,507,518,5.07,1.554
667,507,518,5.07,1.554
668,507,518,5.07,1.554
669,508,518,5.08,1.554
670,507,517,5.07,1.551
671,508,517,5.08,1.551
672,508,517,5.08,1.551
673,509,516,5.09,1.548
674,509,516,5.09,1.548
675,509,516,5.09,1.548
676,509,515,5.09,1.545
677,509,515,5.09,1.545
678,510,515,5.1000000000000005,1.545
679,510,514,5.1000000000000005,1.542
680,510,514,5.1000000000000005,1.542
681,510,514,5.1000000000000005,1.542
682,511,513,5.11,1.539
683,511,513,5.11,1.539
684,511,513,5.11,1.539
685,512,513,5.12,1.539
686,512,512,5.12,1.536
687,512,513,5.12,1.539
688,513,512,5.13,1.536
689,513,512,5.13,1.536
690,513,512,5.13,1.536
691,513,512,5.13,1.536
692,513,512,5.13,1.536
693,514,511,5.14,1.5330000000000001
694,514,511,5.14,1.5330000000000001
695,514,511,5.14,1.5330000000000001
696,514,511,5.14,1.5330000000000001
697,514,511,5.14,1.5330000000000001
698,514,511,5.14,1.5330000000000001
699,515,510,5.15,1.53
700,516,510,5.16,1.53
701,516,510,5.16,1.53
702,516,510,5.16,1.53
703,516,510,5.16,1.53
704,516,510,5.16,1.53
705,516,509,5.16,1.5270000000000001
706,517,509,5.17,1.5270000000000001
707,517,509,5.17,1.5270000000000001
708,517,509,5.17,1.5270000000000001
709,517,509,5.17,1.5270000000000001
710,517,508,5.17,1.524
711,517,508,5.17,1.524
712,518,508,5.18,1.524
713,518,508,5.18,1.524
714,518,508,5.18,1.524
715,518,508,5.18,1.524
716,518,508,5.18,1.524
717,518,508,5.18,1.524
718,519,508,5.19,1.524
719,519,508,5.19,1.524
720,519,508,5.19,1.524
721,519,508,5.19,1.524
722,519,508,5.19,1.524
723,520,508,5.2,1.524
724,519,508,5.19,1.524
725,519,508,5.19,1.524
726,520,508,5.2,1.524
727,520,508,5.2,1.524
728,520,508,5.2,1.524
729,520,508,5.2,1.524
730,520,508,5.2,1.524
731,520,508,5.2,1.524
732,520,508,5.2,1.524
733,520,508,5.2,1.524
734,520,508,5.2,1.524
735,520,508,5.2,1.524
736,520,508,5.2,1.524
737,520,508,5.2,1.524
738,520,508,5.2,1.524
739,520,508,5.2,1.524
740,520,508,5.2,1.524
741,520,508,5.2,1.524
742,520,508,5.2,1.524
743,520,508,5.2,1.524
744,520,508,5.2,1.524
745,520,509,5.2,1.5270000000000001
746,520,509,5.2,1.5270000000000001
747,520,509,5.2,1.5270000000000001
748,521,509,5.21,1.5270000000000001
749,521,509,5.21,1.5270000000000001
750,521,509,5.21,1.5270000000000001
751,521,509,5.21,1.5270000000000001
752,521,510,5.21,1.53
753,522,509,5.22,1.5270000000000001
754,522,510,5.22,1.53
755,522,510,5.22,1.53
756,522,510,5.22,1.53
757,522,510,5.22,1.53
758,523,510,5.23,1.53
759,523,510,5.23,1.53
760,523,511,5.23,1.5330000000000001
761,523,511,5.23,1.5330000000000001
762,523,511,5.23,1.5330000000000001
763,524,511,5.24,1.5330000000000001
764,524,511,5.24,1.5330000000000001
765,524,511,5.24,1.5330000000000001
766,524,511,5.24,1.5330000000000001
767,525,511,5.25,1.5330000000000001
768,525,511,5.25,1.5330000000000001
769,525,511,5.25,1.5330000000000001
770,525,512,5.25,1.536
771,525,512,5.25,1.536
772,525,512,5.25,1.536
773,525,512,5.25,1.536
774,526,512,5.26,1.536
775,526,512,5.26,1.536
776,526,512,5.26,1.536
777,526,512,5.26,1.536
778,526,512,5.26,1.536
779,526,512,5.26,1.536
780,526,513,5.26,1.539
781,526,513,5.26,1.539
782,526,513,5.26,1.539
783,526,513,5.26,1.539
784,526,513,5.26,1.539
785,527,513,5.2700000000000005,1.539
786,526,513,5.26,1.539
787,526,513,5.26,1.539
788,526,513,5.26,1.539
789,526,513,5.26,1.539
790,526,513,5.26,1.539
791,528,512,5.28,1.536
792,528,513,5.28,1.539
793,526,513,5.26,1.539
794,526,513,5.26,1.539
795,527,513,5.2700000000000005,1.539
796,527,514,5.2700000000000005,1.542
797,527,514,5.2700000000000005,1.542
798,526,514,5.26,1.542
799,529,513,5.29,1.539
800,527,514,5.2700000000000005,1.542
801,527,514,5.2700000000000005,1.542
802,528,514,5.28,1.542
803,528,514,5.28,1.542
804,529,514,5.29,1.542
805,528,515,5.28,1.545
806,529,514,5.29,1.542
807,529,514,5.29,1.542
808,529,514,5.29,1.542
809,530,514,5.3,1.542
810,530,515,5.3,1.545
811,530,514,5.3,1.542
812,530,515,5.3,1.545
813,531,515,5.3100000000000005,1.545
814,532,514,5.32,1.542
815,531,515,5.3100000000000005,1.545
816,531,515,5.3100000000000005,1.545
817,532,515,5.32,1.545
818,532,515,5.32,1.545
819,531,515,5.3100000000000005,1.545
820,531,515,5.3100000000000005,1.545
821,532,515,5.32,1.545
822,532,515,5.32,1.545
823,533,515,5.33,1.545
824,533,515,5.33,1.545
825,533,515,5.33,1.545
826,533,515,5.33,1.545
827,533,515,5.33,1.545
828,534,515,5.34,1.545
829,534,515,5.34,1.545
830,534,515,5.34,1.545
831,534,515,5.34,1.545
832,532,515,5.32,1.545
833,534,515,5.34,1.545
834,534,515,5.34,1.545
835,534,515,5.34,1.545
836,534,515,5.34,1.545
837,534,515,5.34,1.545
838,534,515,5.34,1.545
839,534,515,5.34,1.545
840,533,515,5.33,1.545
841,533,515,5.33,1.545
842,535,515,5.3500000000000005,1.545
843,535,515,5.3500000000000005,1.545
844,535,515,5.3500000000000005,1.545
845,535,515,5.3500000000000005,1.545
846,535,515,5.3500000000000005,1.545
847,535,515,5.3500000000000005,1.545
848,536,515,5.36,1.545
849,533,514,5.33,1.542
850,536,515,5.36,1.545
851,536,515,5.36,1.545
852,536,515,5.36,1.545
853,534,514,5.34,1.542
854,536,515,5.36,1.545
855,537,515,5.37,1.545
856,537,516,5.37,1.548
857,534,514,5.34,1.542
858,537,516,5.37,1.548
859,538,516,5.38,1.548
860,538,516,5.38,1.548
861,537,516,5.37,1.548
862,539,516,5.39,1.548
863,535,514,5.3500000000000005,1.542
864,539,516,5.39,1.548
865,539,516,5.39,1.548
866,538,516,5.38,1.548
867,539,516,5.39,1.548
868,540,516,5.4,1.548
869,540,516,5.4,1.548
870,540,516,5.4,1.548
871,540,516,5.4,1.548
872,540,516,5.4,1.548
873,541,516,5.41,1.548
874,541,516,5.41,1.548
875,541,516,5.41,1.548
876,541,516,5.41,1.548
877,541,516,5.41,1.548
878,542,516,5.42,1.548
879,541,516,5.41,1.548
880,542,516,5.42,1.548
881,542,516,5.42,1.548
882,542,516,5.42,1.548
883,542,516,5.42,1.548
884,542,516,5.42,1.548
885,542,516,5.42,1.548
886,542,516,5.42,1.548
887,543,516,5.43,1.548
888,543,516,5.43,1.548
889,543,516,5.43,1.548
890,543,516,5.43,1.548
891,543,516,5.43,1.548
892,544,516,5.44,1.548
893,544,516,5.44,1.548
894,544,516,5.44,1.548
895,544,516,5.44,1.548
896,544,516,5.44,1.548
897,545,516,5.45,1.548
898,545,516,5.45,1.548
899,545,516,5.45,1.548
900,546,516,5.46,1.548
901,546,516,5.46,1.548
902,546,516,5.46,1.548
903,546,516,5.46,1.548
904,547,516,5.47,1.548
905,546,516,5.46,1.548
